cve_id,vendor_project,product,vulnerability_name,short_description,required_action,date_added,due_date,known_ransomware_campaign_use,notes,cwes,search_keywords,vendor_risk_score,product_risk_score,description_severity_score,days_since_added,remediation_window_days,days_until_due,recency_score,urgency_score,cwe_count,has_critical_cwe,cwe_risk_score,avg_cwe_criticality,ransomware_confirmed,ransomware_unknown,overall_threat_score,threat_level,threat_binary,confidence_score
CVE-2025-10035,Fortra,GoAnywhere MFT,Fortra GoAnywhere MFT Deserialization of Untrusted Data Vulnerability,"Fortra GoAnywhere MFT contains a deserialization of untrusted data vulnerability allows an actor with a validly forged license response signature to deserialize an arbitrary actor-controlled object, possibly leading to command injection.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-29,2025-10-20,Known,https://www.fortra.com/security/advisories/product-security/fi-2025-012 ; https://nvd.nist.gov/vuln/detail/CVE-2025-10035,CWE-502|CWE-77,CVE202510035|deserialization|goanywhere|cwe-502|goanywhere mft|injection|CWE77|vulnerability|goanywheremft|untrusted|fortra|data|CWE502|cve-2025-10035|cwe-77,0.3,0.3,0.2,12,21,8,0.8,0.7,2,True,0.9,0.9,True,False,0.715,HIGH,1,1.0
CVE-2019-0543,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,A privilege escalation vulnerability exists when Windows improperly handles authentication requests. An attacker who successfully exploited this vulnerability could run processes in an elevated context.,Apply updates per vendor instructions.,2022-03-15,2022-04-05,Known,https://nvd.nist.gov/vuln/detail/CVE-2019-0543,CWE-287,microsoft|cwe-287|escalation|CWE287|vulnerability|CVE20190543|cve-2019-0543|windows|privilege,0.9,0.9,0.3,1306,21,-1286,0.3,0.7,1,True,0.9,0.9,True,False,0.715,HIGH,1,0.75
CVE-2022-24521,Microsoft,Windows,Microsoft Windows CLFS Driver Privilege Escalation Vulnerability,Microsoft Windows Common Log File System (CLFS) Driver contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-04-13,2022-05-04,Known,https://nvd.nist.gov/vuln/detail/CVE-2022-24521,CWE-787|CWE-1285,microsoft|cwe-1285|cve-2022-24521|escalation|vulnerability|CWE1285|CVE202224521|windows|driver|clfs|CWE787|cwe-787|privilege,0.9,0.9,0.3,1277,21,-1257,0.3,0.7,2,True,0.9,0.65,True,False,0.715,HIGH,1,0.75
CVE-2019-1388,Microsoft,Windows,Microsoft Windows Certificate Dialog Privilege Escalation Vulnerability,"Microsoft Windows Certificate Dialog contains a privilege escalation vulnerability, allowing attackers to run processes in an elevated context.",Apply updates per vendor instructions.,2023-04-07,2023-04-28,Known,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1388; https://nvd.nist.gov/vuln/detail/CVE-2019-1388,CWE-269,microsoft|escalation|cve-2019-1388|vulnerability|CVE20191388|CWE269|windows|certificate|cwe-269|dialog|privilege,0.9,0.9,0.3,918,21,-898,0.3,0.7,1,True,0.9,0.9,True,False,0.715,HIGH,1,0.75
CVE-2017-0101,Microsoft,Windows,Microsoft Windows Transaction Manager Privilege Escalation Vulnerability,A privilege escalation vulnerability exists when the Windows Transaction Manager improperly handles objects in memory.,Apply updates per vendor instructions.,2022-03-15,2022-04-05,Known,https://nvd.nist.gov/vuln/detail/CVE-2017-0101,CWE-119,microsoft|cwe-119|CVE20170101|manager|escalation|CWE119|vulnerability|cve-2017-0101|windows|privilege|transaction,0.9,0.9,0.3,1306,21,-1286,0.3,0.7,1,True,0.9,0.9,True,False,0.715,HIGH,1,0.75
CVE-2022-41082,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,"Microsoft Exchange Server contains an unspecified vulnerability that allows for authenticated remote code execution. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41040 which allows for the remote code execution.",Apply updates per vendor instructions.,2022-09-30,2022-10-21,Known,https://msrc-blog.microsoft.com/2022/09/29/customer-guidance-for-reported-zero-day-vulnerabilities-in-microsoft-exchange-server/;  https://nvd.nist.gov/vuln/detail/CVE-2022-41082,CWE-502,cve-2022-41082|microsoft|remote|cwe-502|exchange server|server|CVE202241082|exchangeserver|execution|vulnerability|exchange|code|CWE502,0.9,0.9,0.3,1107,21,-1087,0.3,0.7,1,True,0.9,0.9,True,False,0.715,HIGH,1,0.75
CVE-2008-2992,Adobe,Acrobat and Reader,Adobe Reader and Acrobat Input Validation Vulnerability,Adobe Acrobat and Reader contain an input validation issue in a JavaScript method that could potentially lead to remote code execution.,Apply updates per vendor instructions.,2022-03-03,2022-03-24,Known,https://nvd.nist.gov/vuln/detail/CVE-2008-2992,CWE-119,reader|validation|acrobatandreader|input|CWE119|adobe|acrobat|vulnerability|cve-2008-2992|CVE20082992|acrobat and reader|cwe-119,0.9,0.9,0.3,1318,21,-1298,0.3,0.7,1,True,0.9,0.9,True,False,0.715,HIGH,1,0.75
CVE-2023-48788,Fortinet,FortiClient EMS,Fortinet FortiClient EMS SQL Injection Vulnerability,Fortinet FortiClient EMS contains a SQL injection vulnerability that allows an unauthenticated attacker to execute commands as SYSTEM via specifically crafted requests.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-03-25,2024-04-15,Known,https://www.fortiguard.com/psirt/FG-IR-24-007;  https://nvd.nist.gov/vuln/detail/CVE-2023-48788,CWE-89,sql|forticlient|CVE202348788|injection|fortinet|forticlient ems|vulnerability|CWE89|forticlientems|cve-2023-48788|cwe-89,0.9,0.3,0.5,565,21,-545,0.3,0.7,1,True,0.9,0.9,True,False,0.715,HIGH,1,0.75
CVE-2017-0146,Microsoft,Windows,Microsoft Windows SMB Remote Code Execution Vulnerability,The SMBv1 server in Microsoft Windows allows remote attackers to perform remote code execution.,Apply updates per vendor instructions.,2022-03-25,2022-04-15,Known,https://nvd.nist.gov/vuln/detail/CVE-2017-0146,CWE-20,CVE20170146|microsoft|remote|vulnerability|execution|cwe-20|code|windows|cve-2017-0146|CWE20,0.9,0.9,0.3,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,True,False,0.715,HIGH,1,0.75
CVE-2024-38094,Microsoft,SharePoint,Microsoft SharePoint Deserialization Vulnerability,Microsoft SharePoint contains a deserialization vulnerability that allows for remote code execution.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-10-22,2024-11-12,Known,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38094 ; https://nvd.nist.gov/vuln/detail/CVE-2024-38094,CWE-502,CVE202438094|microsoft|deserialization|cve-2024-38094|cwe-502|vulnerability|sharepoint|CWE502,0.9,0.9,0.3,354,21,-334,0.3,0.7,1,True,0.9,0.9,True,False,0.715,HIGH,1,1.0
CVE-2018-10562,Dasan,Gigabit Passive Optical Network (GPON) Routers,Dasan GPON Routers Command Injection Vulnerability,"Dasan GPON Routers contain an authentication bypass vulnerability. When combined with CVE-2018-10561, exploitation can allow an attacker to perform remote code execution.",The impacted product is end-of-life and should be disconnected if still in use.,2022-03-31,2022-04-21,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-10562,CWE-78,dasan|routers|command|bypass|gpon|injection|vulnerability|CWE78|CVE201810562|gigabit passive optical network (gpon) routers|cwe-78|gigabitpassiveopticalnetwork(gpon)routers|cve-2018-10562,0.3,0.7,0.5,1290,21,-1270,0.3,0.7,1,True,0.9,0.9,True,False,0.705,HIGH,1,0.75
CVE-2017-0148,Microsoft,SMBv1 server,Microsoft SMBv1 Server Remote Code Execution Vulnerability,The SMBv1 server in Microsoft allows remote attackers to execute arbitrary code via crafted packets.,Apply updates per vendor instructions.,2022-04-06,2022-04-27,Known,https://nvd.nist.gov/vuln/detail/CVE-2017-0148,CWE-20,CWE20|microsoft|remote|server|vulnerability|execution|cwe-20|smbv1|code|CVE20170148|cve-2017-0148|smbv1server|smbv1 server,0.9,0.7,0.3,1284,21,-1264,0.3,0.7,1,True,0.9,0.9,True,False,0.705,HIGH,1,0.75
CVE-2023-22518,Atlassian,Confluence Data Center and Server,Atlassian Confluence Data Center and Server Improper Authorization Vulnerability,Atlassian Confluence Data Center and Server contain an improper authorization vulnerability that can result in significant data loss when exploited by an unauthenticated attacker. There is no impact on confidentiality since the attacker cannot exfiltrate any data.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-11-07,2023-11-28,Known,https://confluence.atlassian.com/security/cve-2023-22518-improper-authorization-vulnerability-in-confluence-data-center-and-server-1311473907.html;  https://nvd.nist.gov/vuln/detail/CVE-2023-22518,CWE-863,confluencedatacenterandserver|authorization|atlassian|center|confluence data center and server|CVE202322518|cve-2023-22518|server|vulnerability|improper|cwe-863|CWE863|data|confluence,0.9,0.7,0.3,704,21,-684,0.3,0.7,1,True,0.9,0.9,True,False,0.705,HIGH,1,0.75
CVE-2023-4966,Citrix,NetScaler ADC and NetScaler Gateway,Citrix NetScaler ADC and NetScaler Gateway Buffer Overflow Vulnerability,"Citrix NetScaler ADC and NetScaler Gateway contain a buffer overflow vulnerability that allows for sensitive information disclosure when configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) or AAA virtual server.",Apply mitigations and kill all active and persistent sessions per vendor instructions [https://www.netscaler.com/blog/news/cve-2023-4966-critical-security-update-now-available-for-netscaler-adc-and-netscaler-gateway/] OR discontinue use of the product if mitigations are unavailable.,2023-10-18,2023-11-08,Known,"https://www.netscaler.com/blog/news/cve-2023-4966-critical-security-update-now-available-for-netscaler-adc-and-netscaler-gateway/, https://support.citrix.com/article/CTX579459/netscaler-adc-and-netscaler-gateway-security-bulletin-for-cve20234966-and-cve20234967 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-4966",CWE-119,citrix|netscaler|overflow|CVE20234966|vulnerability|CWE119|gateway|netscaler adc and netscaler gateway|buffer|netscaleradcandnetscalergateway|cwe-119|cve-2023-4966,0.9,0.7,0.30000000000000004,724,21,-704,0.3,0.7,1,True,0.9,0.9,True,False,0.705,HIGH,1,0.75
CVE-2021-36942,Microsoft,Windows,Microsoft Windows Local Security Authority (LSA) Spoofing Vulnerability,Microsoft Windows Local Security Authority (LSA) contains a spoofing vulnerability allowing an unauthenticated attacker to call a method on the LSARPC interface and coerce the domain controller to authenticate against another server using NTLM.,Apply updates per vendor instructions.,2021-11-03,2021-11-17,Known,https://nvd.nist.gov/vuln/detail/CVE-2021-36942,CWE-749,cve-2021-36942|microsoft|spoofing|CVE202136942|vulnerability|security|cwe-749|windows|local|CWE749|authority,0.9,0.9,0.6,1438,14,-1425,0.3,1.0,1,False,0.4,0.4,True,False,0.705,HIGH,1,0.75
CVE-2018-8639,Microsoft,Windows,Microsoft Windows Win32k Improper Resource Shutdown or Release Vulnerability,"Microsoft Windows Win32k contains an improper resource shutdown or release vulnerability that allows for local, authenticated privilege escalation. An attacker who successfully exploited this vulnerability could run arbitrary code in kernel mode.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-03,2025-03-24,Known,https://msrc.microsoft.com/update-guide/en-US/advisory/CVE-2018-8639 ; https://nvd.nist.gov/vuln/detail/CVE-2018-8639,CWE-404,microsoft|win32k|resource|escalation|cwe-404|vulnerability|CVE20188639|improper|windows|release|shutdown|cve-2018-8639|CWE404,0.9,0.9,0.8999999999999999,222,21,-202,0.3,0.7,1,False,0.4,0.4,True,False,0.705,HIGH,1,1.0
CVE-2024-55591,Fortinet,FortiOS and FortiProxy,Fortinet FortiOS and FortiProxy Authentication Bypass Vulnerability,"Fortinet FortiOS and FortiProxy contain an authentication bypass vulnerability that may allow an unauthenticated, remote attacker to gain super-admin privileges via crafted requests to Node.js websocket module.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-01-14,2025-01-21,Known,https://fortiguard.fortinet.com/psirt/FG-IR-24-535 ; https://nvd.nist.gov/vuln/detail/CVE-2024-55591,CWE-288,CWE288|bypass|fortios and fortiproxy|cve-2024-55591|fortinet|fortios|authentication|vulnerability|cwe-288|CVE202455591|fortiproxy|fortiosandfortiproxy,0.9,0.3,0.8,270,7,-264,0.3,1.0,1,False,0.4,0.4,True,False,0.705,HIGH,1,1.0
CVE-2025-5777,Citrix,NetScaler ADC and Gateway,Citrix NetScaler ADC and Gateway Out-of-Bounds Read Vulnerability,"Citrix NetScaler ADC and Gateway contain an out-of-bounds read vulnerability due to insufficient input validation. This vulnerability can lead to memory overread when the NetScaler is configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) OR AAA virtual server.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-07-10,2025-07-11,Known,https://support.citrix.com/support-home/kbsearch/article?articleNumber=CTX693420 ; https://nvd.nist.gov/vuln/detail/CVE-2025-5777,CWE-125,cve-2025-5777|read|CWE125|netscaler|bounds|vulnerability|gateway|CVE20255777|cwe-125|netscaleradcandgateway|netscaler adc and gateway|citrix,0.9,0.7,0.0,93,1,-93,0.3,1.0,1,True,0.9,0.9,True,False,0.705,HIGH,1,0.75
CVE-2019-1367,Microsoft,Internet Explorer,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability,Microsoft Internet Explorer contains a memory corruption vulnerability in how the scripting engine handles objects in memory. Successful exploitation allows for remote code execution in the context of the current user.,Apply updates per vendor instructions.,2021-11-03,2022-05-03,Known,https://nvd.nist.gov/vuln/detail/CVE-2019-1367,CWE-787,corruption|microsoft|internet explorer|internet|scripting|engine|vulnerability|cve-2019-1367|explorer|memory|CVE20191367|CWE787|internetexplorer|cwe-787,0.9,0.9,0.5,1438,181,-1258,0.3,0.4,1,True,0.9,0.9,True,False,0.7,HIGH,1,0.75
CVE-2021-35211,SolarWinds,Serv-U,SolarWinds Serv-U Remote Code Execution Vulnerability,SolarWinds Serv-U contains an unspecified memory escape vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,2021-11-03,2021-11-17,Known,https://nvd.nist.gov/vuln/detail/CVE-2021-35211,CWE-787,cve-2021-35211|solarwinds|remote|serv|vulnerability|servu|execution|CWE787|CVE202135211|code|serv-u|cwe-787,0.3,0.3,0.3,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,True,False,0.7,HIGH,1,0.75
CVE-2023-24955,Microsoft,SharePoint Server,Microsoft SharePoint Server Code Injection Vulnerability,Microsoft SharePoint Server contains a code injection vulnerability that allows an authenticated attacker with Site Owner privileges to execute code remotely.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-03-26,2024-04-16,Known,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24955;  https://nvd.nist.gov/vuln/detail/CVE-2023-24955,CWE-94,sharepoint server|microsoft|cve-2023-24955|injection|server|vulnerability|sharepoint|CWE94|code|cwe-94|CVE202324955|sharepointserver,0.9,0.9,0.2,564,21,-544,0.3,0.7,1,True,0.9,0.9,True,False,0.7,HIGH,1,0.75
CVE-2021-22893,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Use-After-Free Vulnerability,"Ivanti Pulse Connect Secure contains a use-after-free vulnerability that allow a remote, unauthenticated attacker to execute code via license services.",Apply updates per vendor instructions.,2021-11-03,2021-04-23,Known,Reference CISA's ED 21-03 (https://www.cisa.gov/news-events/directives/ed-21-03-mitigate-pulse-connect-secure-product-vulnerabilities) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 21-03. https://nvd.nist.gov/vuln/detail/CVE-2021-22893,CWE-287,secure|after|pulse connect secure|pulse|cwe-287|connect|CWE287|vulnerability|cve-2021-22893|ivanti|CVE202122893|free|pulseconnectsecure,0.3,0.3,0.3,1438,-194,-1633,0.3,1.0,1,True,0.9,0.9,True,False,0.7,HIGH,1,0.75
CVE-2017-11882,Microsoft,Office,Microsoft Office Memory Corruption Vulnerability,Microsoft Office contains a memory corruption vulnerability that allows remote code execution in the context of the current user.,Apply updates per vendor instructions.,2021-11-03,2022-05-03,Known,https://nvd.nist.gov/vuln/detail/CVE-2017-11882,CWE-119,corruption|microsoft|CVE201711882|cve-2017-11882|office|CWE119|vulnerability|memory|cwe-119,0.9,0.9,0.5,1438,181,-1258,0.3,0.4,1,True,0.9,0.9,True,False,0.7,HIGH,1,0.75
